,ID,duration,wav,start,stop,spk_id,present_label
535401,id06541--m3pl-7RLSpI--00243_300_600,9.344,/localscratch/voxceleb1/wav/id06541/m3pl-7RLSpI/00243.wav,48000,96000,id06541,True
1220704,id05313--kq_YIsS7zX0--00061_300_600,22.464,/localscratch/voxceleb1/wav/id05313/kq_YIsS7zX0/00061.wav,48000,96000,id05313,True
937142,id10220--Xo8b6wyV_2U--00005_3300_3600,52.9200625,/localscratch/voxceleb1/wav/id10220/Xo8b6wyV_2U/00005.wav,528000,576000,id10220,True
51836,id03945--MBYxfb3ynL0--00179_0_300,5.248,/localscratch/voxceleb1/wav/id03945/MBYxfb3ynL0/00179.wav,0,48000,id03945,True
369073,id05179--INnHIYt_v7Y--00023_0_300,4.736,/localscratch/voxceleb1/wav/id05179/INnHIYt_v7Y/00023.wav,0,48000,id05179,True
1537209,id04839--7Wo-rpGaSKY--00120_0_300,4.416,/localscratch/voxceleb1/wav/id04839/7Wo-rpGaSKY/00120.wav,0,48000,id04839,True
370531,id02343--5FlXOJVRLPA--00028_0_300,7.68,/localscratch/voxceleb1/wav/id02343/5FlXOJVRLPA/00028.wav,0,48000,id02343,True
2124643,id11018--YrWX0QAxIwA--00004_300_600,14.1600625,/localscratch/voxceleb1/wav/id11018/YrWX0QAxIwA/00004.wav,48000,96000,id11018,True
1980399,id10921--KRnMB3FroaI--00006_0_300,5.1200625,/localscratch/voxceleb1/wav/id10921/KRnMB3FroaI/00006.wav,0,48000,id10921,True
1044062,id03942--KdIzp4IXsN0--00221_300_600,13.568,/localscratch/voxceleb1/wav/id03942/KdIzp4IXsN0/00221.wav,48000,96000,id03942,True
892738,id06813--VKaKjD9r9xU--00184_0_300,8.384,/localscratch/voxceleb1/wav/id06813/VKaKjD9r9xU/00184.wav,0,48000,id06813,True
1046402,id06303--JeD2Gr0L55g--00023_0_300,7.872,/localscratch/voxceleb1/wav/id06303/JeD2Gr0L55g/00023.wav,0,48000,id06303,True
743314,id08292--pN5mkenkMtk--00072_0_300,5.888,/localscratch/voxceleb1/wav/id08292/pN5mkenkMtk/00072.wav,0,48000,id08292,True
431888,id05104--Rje_KV6Jvq0--00174_0_300,4.48,/localscratch/voxceleb1/wav/id05104/Rje_KV6Jvq0/00174.wav,0,48000,id05104,True
487118,id06905--7prUdRnNdks--00099_300_600,9.984,/localscratch/voxceleb1/wav/id06905/7prUdRnNdks/00099.wav,48000,96000,id06905,True
627053,id11188--fEVHUCBJk7Q--00002_0_300,6.1200625,/localscratch/voxceleb1/wav/id11188/fEVHUCBJk7Q/00002.wav,0,48000,id11188,True
121305,id04615--VQ7M6NVVt9k--00198_0_300,6.208,/localscratch/voxceleb1/wav/id04615/VQ7M6NVVt9k/00198.wav,0,48000,id04615,True
2284710,id10716--h36oGrTJbfU--00004_1500_1800,23.2400625,/localscratch/voxceleb1/wav/id10716/h36oGrTJbfU/00004.wav,240000,288000,id10716,True
629720,id04667--x6ajn6eUBtg--00482_1800_2100,67.264,/localscratch/voxceleb1/wav/id04667/x6ajn6eUBtg/00482.wav,288000,336000,id04667,True
89873,id07108--LRGPdo7rukE--00132_600_900,10.624,/localscratch/voxceleb1/wav/id07108/LRGPdo7rukE/00132.wav,96000,144000,id07108,True
1485984,id10375--frzZV1X1tkg--00002_300_600,25.9600625,/localscratch/voxceleb1/wav/id10375/frzZV1X1tkg/00002.wav,48000,96000,id10375,True
274660,id03989--tuslYBARmok--00410_900_1200,12.352,/localscratch/voxceleb1/wav/id03989/tuslYBARmok/00410.wav,144000,192000,id03989,True
2090008,id03644--AV2wAN9tqxo--00017_0_300,11.136,/localscratch/voxceleb1/wav/id03644/AV2wAN9tqxo/00017.wav,0,48000,id03644,True
1581910,id03531--9C5656y3PVA--00018_900_1200,13.824,/localscratch/voxceleb1/wav/id03531/9C5656y3PVA/00018.wav,144000,192000,id03531,True
1908160,id06456--Yhk7h1kAZ0k--00019_0_300,6.656,/localscratch/voxceleb1/wav/id06456/Yhk7h1kAZ0k/00019.wav,0,48000,id06456,True
1099444,id11075--KJqT0CPgSt0--00012_1200_1500,16.5200625,/localscratch/voxceleb1/wav/id11075/KJqT0CPgSt0/00012.wav,192000,240000,id11075,True
1379602,id06797--Lhy8cFPZm_M--00057_300_600,16.256,/localscratch/voxceleb1/wav/id06797/Lhy8cFPZm_M/00057.wav,48000,96000,id06797,True
1374727,id04847--J6PFeYQRwGw--00056_0_300,3.968,/localscratch/voxceleb1/wav/id04847/J6PFeYQRwGw/00056.wav,0,48000,id04847,True
1693899,id11212--A1GAgLHgRgM--00019_0_300,11.0000625,/localscratch/voxceleb1/wav/id11212/A1GAgLHgRgM/00019.wav,0,48000,id11212,True
587077,id06414--b_Tpz2YUxZA--00255_2700_3000,42.304,/localscratch/voxceleb1/wav/id06414/b_Tpz2YUxZA/00255.wav,432000,480000,id06414,True
706723,id02904--c9qm4j644Do--00037_0_300,5.824,/localscratch/voxceleb1/wav/id02904/c9qm4j644Do/00037.wav,0,48000,id02904,True
1880939,id11142--ZRmev1y3MDI--00017_2100_2400,24.2400625,/localscratch/voxceleb1/wav/id11142/ZRmev1y3MDI/00017.wav,336000,384000,id11142,True
833637,id08716--Mnf3Gn5pJdY--00101_0_300,35.456,/localscratch/voxceleb1/wav/id08716/Mnf3Gn5pJdY/00101.wav,0,48000,id08716,True
1057737,id10317--K0il0nc1y3U--00042_0_300,6.7200625,/localscratch/voxceleb1/wav/id10317/K0il0nc1y3U/00042.wav,0,48000,id10317,True
486237,id08002--i0wZlnBLF4I--00320_2100_2400,31.744,/localscratch/voxceleb1/wav/id08002/i0wZlnBLF4I/00320.wav,336000,384000,id08002,True
381779,id06836--XHT0jNMPwAg--00045_300_600,8.128,/localscratch/voxceleb1/wav/id06836/XHT0jNMPwAg/00045.wav,48000,96000,id06836,True
48440,id02023--h87q48Nw_5k--00233_1800_2100,24.896,/localscratch/voxceleb1/wav/id02023/h87q48Nw_5k/00233.wav,288000,336000,id02023,True
1237607,id00128--GgNiCfQBsrM--00049_300_600,9.664,/localscratch/voxceleb1/wav/id00128/GgNiCfQBsrM/00049.wav,48000,96000,id00128,True
245989,id08335--XMDIY5kJPLU--00251_2700_3000,60.8,/localscratch/voxceleb1/wav/id08335/XMDIY5kJPLU/00251.wav,432000,480000,id08335,True
574257,id06116--TkwX74tGCGU--00132_0_300,4.864,/localscratch/voxceleb1/wav/id06116/TkwX74tGCGU/00132.wav,0,48000,id06116,True
449701,id03460--SAzzINxXlcw--00190_3900_4200,48.384,/localscratch/voxceleb1/wav/id03460/SAzzINxXlcw/00190.wav,624000,672000,id03460,True
208060,id04583--RXsHdt7QKio--00096_300_600,6.976,/localscratch/voxceleb1/wav/id04583/RXsHdt7QKio/00096.wav,48000,96000,id04583,True
1256588,id05957--oKtALHe3Y9Q--00322_300_600,10.368,/localscratch/voxceleb1/wav/id05957/oKtALHe3Y9Q/00322.wav,48000,96000,id05957,True
91122,id06957--yEgjeCkaErM--00164_1800_2100,48.704,/localscratch/voxceleb1/wav/id06957/yEgjeCkaErM/00164.wav,288000,336000,id06957,True
1184821,id04712--tG4KV28LTnI--00434_0_300,22.848,/localscratch/voxceleb1/wav/id04712/tG4KV28LTnI/00434.wav,0,48000,id04712,True
799087,id01132--o-xXrX3N2d0--00155_300_600,6.72,/localscratch/voxceleb1/wav/id01132/o-xXrX3N2d0/00155.wav,48000,96000,id01132,True
264120,id00903--RwbXnYb_dys--00117_0_300,19.264,/localscratch/voxceleb1/wav/id00903/RwbXnYb_dys/00117.wav,0,48000,id00903,True
904730,id02247--Z2cpbrVSuuU--00095_1200_1500,26.816,/localscratch/voxceleb1/wav/id02247/Z2cpbrVSuuU/00095.wav,192000,240000,id02247,True
1482398,id00657--dyCX3FOdcw8--00139_300_600,6.976,/localscratch/voxceleb1/wav/id00657/dyCX3FOdcw8/00139.wav,48000,96000,id00657,True
1271057,id04666--ee6u5UXmYbM--00068_0_300,13.824,/localscratch/voxceleb1/wav/id04666/ee6u5UXmYbM/00068.wav,0,48000,id04666,True
183235,id09062--a-4saAILnj8--00043_0_300,4.672,/localscratch/voxceleb1/wav/id09062/a-4saAILnj8/00043.wav,0,48000,id09062,True
803299,id00614--VzviY-KOTbQ--00080_0_300,13.824,/localscratch/voxceleb1/wav/id00614/VzviY-KOTbQ/00080.wav,0,48000,id00614,True
1791008,id03435--WUvJHbM9GpU--00123_0_300,5.248,/localscratch/voxceleb1/wav/id03435/WUvJHbM9GpU/00123.wav,0,48000,id03435,True
559811,id08699--JudNBfyseS0--00090_300_600,11.008,/localscratch/voxceleb1/wav/id08699/JudNBfyseS0/00090.wav,48000,96000,id08699,True
1279537,id06183--uphHbRr73fA--00468_1200_1500,15.232,/localscratch/voxceleb1/wav/id06183/uphHbRr73fA/00468.wav,192000,240000,id06183,True
805572,id08079--mJR9LrFvqC0--00411_1200_1500,24.576,/localscratch/voxceleb1/wav/id08079/mJR9LrFvqC0/00411.wav,192000,240000,id08079,True
283886,id05952--59t1snL_x0I--00017_300_600,16.704,/localscratch/voxceleb1/wav/id05952/59t1snL_x0I/00017.wav,48000,96000,id05952,True
1618584,id07640--drkvaW89TVE--00113_0_300,9.216,/localscratch/voxceleb1/wav/id07640/drkvaW89TVE/00113.wav,0,48000,id07640,True
1523825,id05934--Yi_gHCgPb70--00151_0_300,4.224,/localscratch/voxceleb1/wav/id05934/Yi_gHCgPb70/00151.wav,0,48000,id05934,True
1793961,id06017--Ef5iVw2zil8--00070_0_300,6.848,/localscratch/voxceleb1/wav/id06017/Ef5iVw2zil8/00070.wav,0,48000,id06017,True
611217,id06239--AKySiXtKmB4--00127_0_300,5.568,/localscratch/voxceleb1/wav/id06239/AKySiXtKmB4/00127.wav,0,48000,id06239,True
107794,id01658--3VGNYk4iRBg--00046_900_1200,12.928,/localscratch/voxceleb1/wav/id01658/3VGNYk4iRBg/00046.wav,144000,192000,id01658,True
1089332,id01274--6YotGCxsweA--00019_300_600,10.496,/localscratch/voxceleb1/wav/id01274/6YotGCxsweA/00019.wav,48000,96000,id01274,True
610724,id02667--Oo7QFS4mUpA--00187_0_300,15.616,/localscratch/voxceleb1/wav/id02667/Oo7QFS4mUpA/00187.wav,0,48000,id02667,True
1390894,id07453--i1GQ4tafJBA--00063_0_300,9.088,/localscratch/voxceleb1/wav/id07453/i1GQ4tafJBA/00063.wav,0,48000,id07453,True
11219,id03930--pT5089wki6w--00050_0_300,18.304,/localscratch/voxceleb1/wav/id03930/pT5089wki6w/00050.wav,0,48000,id03930,True
2160288,id10039--yL1OFF9QXhU--00001_300_600,7.0800625,/localscratch/voxceleb1/wav/id10039/yL1OFF9QXhU/00001.wav,48000,96000,id10039,True
1537210,id06368--INXOs1OHP6g--00168_0_300,4.288,/localscratch/voxceleb1/wav/id06368/INXOs1OHP6g/00168.wav,0,48000,id06368,True
1937646,id04133--osCMjO33pJg--00363_300_600,8.32,/localscratch/voxceleb1/wav/id04133/osCMjO33pJg/00363.wav,48000,96000,id04133,True
1664766,id01916--HJjQT6xYqcg--00164_0_300,7.936,/localscratch/voxceleb1/wav/id01916/HJjQT6xYqcg/00164.wav,0,48000,id01916,True
519124,id00275--eiDhOuL112M--00090_0_300,6.08,/localscratch/voxceleb1/wav/id00275/eiDhOuL112M/00090.wav,0,48000,id00275,True
1463977,id08239--yT7XOsesAB4--00420_900_1200,26.304,/localscratch/voxceleb1/wav/id08239/yT7XOsesAB4/00420.wav,144000,192000,id08239,True
944802,id10706--aCsiXrxJ3H0--00002_900_1200,13.8000625,/localscratch/voxceleb1/wav/id10706/aCsiXrxJ3H0/00002.wav,144000,192000,id10706,True
319893,id01420--NiGzmPWj_nc--00060_600_900,19.904,/localscratch/voxceleb1/wav/id01420/NiGzmPWj_nc/00060.wav,96000,144000,id01420,True
327092,id05913--mL_oYpCHjGA--00427_0_300,4.48,/localscratch/voxceleb1/wav/id05913/mL_oYpCHjGA/00427.wav,0,48000,id05913,True
369218,id10834--KpjBYz5A9Wc--00019_300_600,12.6000625,/localscratch/voxceleb1/wav/id10834/KpjBYz5A9Wc/00019.wav,48000,96000,id10834,True
2014202,id11097--BriNgKiqJpI--00001_600_900,10.4400625,/localscratch/voxceleb1/wav/id11097/BriNgKiqJpI/00001.wav,96000,144000,id11097,True
904245,id04449--7pEaRAT58z8--00022_0_300,11.584,/localscratch/voxceleb1/wav/id04449/7pEaRAT58z8/00022.wav,0,48000,id04449,True
167205,id05639--aYxzrdfHK1g--00307_0_300,4.288,/localscratch/voxceleb1/wav/id05639/aYxzrdfHK1g/00307.wav,0,48000,id05639,True
1368802,id06404--9Lg8MR4OCYQ--00047_0_300,4.416,/localscratch/voxceleb1/wav/id06404/9Lg8MR4OCYQ/00047.wav,0,48000,id06404,True
1040283,id11151--XZ_XNgYA8zU--00004_300_600,6.7600625,/localscratch/voxceleb1/wav/id11151/XZ_XNgYA8zU/00004.wav,48000,96000,id11151,True
1782657,id05272--7rmNYamvcYs--00058_0_300,4.608,/localscratch/voxceleb1/wav/id05272/7rmNYamvcYs/00058.wav,0,48000,id05272,True
1900898,id04761--s_v5QZdf324--00018_1200_1500,17.856,/localscratch/voxceleb1/wav/id04761/s_v5QZdf324/00018.wav,192000,240000,id04761,True
1873407,id10536--_frYa7KFJCI--00003_600_900,11.3200625,/localscratch/voxceleb1/wav/id10536/_frYa7KFJCI/00003.wav,96000,144000,id10536,True
1367276,id01927--5Qhv8mGujBU--00028_0_300,12.544,/localscratch/voxceleb1/wav/id01927/5Qhv8mGujBU/00028.wav,0,48000,id01927,True
195382,id02349--c5rfhvnohLE--00211_0_300,14.528,/localscratch/voxceleb1/wav/id02349/c5rfhvnohLE/00211.wav,0,48000,id02349,True
1143194,id01875--YTKuiMIKhaQ--00109_0_300,4.864,/localscratch/voxceleb1/wav/id01875/YTKuiMIKhaQ/00109.wav,0,48000,id01875,True
1739539,id11004--Qq_ncaVFAMs--00141_300_600,6.4800625,/localscratch/voxceleb1/wav/id11004/Qq_ncaVFAMs/00141.wav,48000,96000,id11004,True
1102206,id02669--vYlsJ1qf4VA--00082_3600_3900,42.56,/localscratch/voxceleb1/wav/id02669/vYlsJ1qf4VA/00082.wav,576000,624000,id02669,True
2034791,id07015--CDrhBW7oZpQ--00133_300_600,9.216,/localscratch/voxceleb1/wav/id07015/CDrhBW7oZpQ/00133.wav,48000,96000,id07015,True
2178617,id02515--9H05jJR2go8--00002_0_300,4.096,/localscratch/voxceleb1/wav/id02515/9H05jJR2go8/00002.wav,0,48000,id02515,True
1719947,id10922--gbUv-p89JuI--00002_0_300,6.8800625,/localscratch/voxceleb1/wav/id10922/gbUv-p89JuI/00002.wav,0,48000,id10922,True
2044150,id07728--OIg6o_sXrYo--00088_0_300,6.848,/localscratch/voxceleb1/wav/id07728/OIg6o_sXrYo/00088.wav,0,48000,id07728,True
2242257,id00717--sc2-zXcAO7E--00300_300_600,6.848,/localscratch/voxceleb1/wav/id00717/sc2-zXcAO7E/00300.wav,48000,96000,id00717,True
1485980,id03780--B9-rSzlI71s--00045_0_300,3.968,/localscratch/voxceleb1/wav/id03780/B9-rSzlI71s/00045.wav,0,48000,id03780,True
2223387,id04668--Et_Msj8OiXQ--00034_300_600,8.64,/localscratch/voxceleb1/wav/id04668/Et_Msj8OiXQ/00034.wav,48000,96000,id04668,True
692216,id10812--I5ZloXyoJeU--00025_600_900,10.9200625,/localscratch/voxceleb1/wav/id10812/I5ZloXyoJeU/00025.wav,96000,144000,id10812,True
670441,id03336--voK21FUOcdE--00454_300_600,22.464,/localscratch/voxceleb1/wav/id03336/voK21FUOcdE/00454.wav,48000,96000,id03336,True
91553,id09200--SQ_pyX4jAyc--00025_0_300,5.888,/localscratch/voxceleb1/wav/id09200/SQ_pyX4jAyc/00025.wav,0,48000,id09200,True
318931,id08704--KOLhI5DpMCY--00132_0_300,5.632,/localscratch/voxceleb1/wav/id08704/KOLhI5DpMCY/00132.wav,0,48000,id08704,True
620869,id07128--86PDfL_fhc0--00047_0_300,11.52,/localscratch/voxceleb1/wav/id07128/86PDfL_fhc0/00047.wav,0,48000,id07128,True
444510,id06771--ZdKutHUPf6g--00280_0_300,6.848,/localscratch/voxceleb1/wav/id06771/ZdKutHUPf6g/00280.wav,0,48000,id06771,True
988772,id07834--XPwn46ugMJQ--00198_600_900,13.504,/localscratch/voxceleb1/wav/id07834/XPwn46ugMJQ/00198.wav,96000,144000,id07834,True
785091,id11251--5-6lI5JQtb8--00001_0_300,11.0400625,/localscratch/voxceleb1/wav/id11251/5-6lI5JQtb8/00001.wav,0,48000,id11251,True
1648286,id02980--gQJyGeNiVK4--00398_0_300,4.096,/localscratch/voxceleb1/wav/id02980/gQJyGeNiVK4/00398.wav,0,48000,id02980,True
508290,id08953--IMYteI8CBBc--00082_0_300,9.408,/localscratch/voxceleb1/wav/id08953/IMYteI8CBBc/00082.wav,0,48000,id08953,True
1413577,id08417--DZHeFyCnX58--00043_0_300,9.408,/localscratch/voxceleb1/wav/id08417/DZHeFyCnX58/00043.wav,0,48000,id08417,True
1256869,id01025--7BR2mwmbXpg--00020_300_600,18.944,/localscratch/voxceleb1/wav/id01025/7BR2mwmbXpg/00020.wav,48000,96000,id01025,True
1774876,id06114--qHRJNbfs8ro--00437_0_300,18.688,/localscratch/voxceleb1/wav/id06114/qHRJNbfs8ro/00437.wav,0,48000,id06114,True
187181,id08283--_7CuQVTSy4A--00161_1800_2100,33.472,/localscratch/voxceleb1/wav/id08283/_7CuQVTSy4A/00161.wav,288000,336000,id08283,True
1186232,id01904--NTsEG1XIMd8--00287_600_900,14.784,/localscratch/voxceleb1/wav/id01904/NTsEG1XIMd8/00287.wav,96000,144000,id01904,True
1351614,id02673--9omuMRfkqk4--00026_300_600,7.296,/localscratch/voxceleb1/wav/id02673/9omuMRfkqk4/00026.wav,48000,96000,id02673,True
1765338,id07685--2y04Pr1twVo--00010_300_600,12.672,/localscratch/voxceleb1/wav/id07685/2y04Pr1twVo/00010.wav,48000,96000,id07685,True
2195293,id03745--s2Zt9HU1rh0--00119_0_300,4.928,/localscratch/voxceleb1/wav/id03745/s2Zt9HU1rh0/00119.wav,0,48000,id03745,True
310295,id08477--uuTIQW0T8xs--00478_600_900,42.304,/localscratch/voxceleb1/wav/id08477/uuTIQW0T8xs/00478.wav,96000,144000,id08477,True
1201654,id02809--y4LiOAS1k8M--00051_0_300,6.016,/localscratch/voxceleb1/wav/id02809/y4LiOAS1k8M/00051.wav,0,48000,id02809,True
1762391,id06952--mDSYjIpcfDM--00272_300_600,7.488,/localscratch/voxceleb1/wav/id06952/mDSYjIpcfDM/00272.wav,48000,96000,id06952,True
1852270,id03952--8YgCxtJuvj4--00011_300_600,8.256,/localscratch/voxceleb1/wav/id03952/8YgCxtJuvj4/00011.wav,48000,96000,id03952,True
975103,id05528--YpaQiuMrkcM--00019_0_300,7.232,/localscratch/voxceleb1/wav/id05528/YpaQiuMrkcM/00019.wav,0,48000,id05528,True
821252,id05228--k1LdUTurgzQ--00228_0_300,13.504,/localscratch/voxceleb1/wav/id05228/k1LdUTurgzQ/00228.wav,0,48000,id05228,True
1538823,id10096--NTHlOJY58Hc--00029_900_1200,15.5200625,/localscratch/voxceleb1/wav/id10096/NTHlOJY58Hc/00029.wav,144000,192000,id10096,True
1077629,id03059--n1VpXF6og9g--00272_0_300,4.736,/localscratch/voxceleb1/wav/id03059/n1VpXF6og9g/00272.wav,0,48000,id03059,True
1302033,id03295--n9MTcd6h9W0--00046_300_600,8.64,/localscratch/voxceleb1/wav/id03295/n9MTcd6h9W0/00046.wav,48000,96000,id03295,True
1293856,id07800--rYoS_vmU-a0--00385_300_600,6.656,/localscratch/voxceleb1/wav/id07800/rYoS_vmU-a0/00385.wav,48000,96000,id07800,True
252073,id08303--4wjkod9gvno--00017_0_300,3.968,/localscratch/voxceleb1/wav/id08303/4wjkod9gvno/00017.wav,0,48000,id08303,True
1802791,id07556--E4iUcxXA5eo--00115_300_600,7.424,/localscratch/voxceleb1/wav/id07556/E4iUcxXA5eo/00115.wav,48000,96000,id07556,True
1532946,id08451--IgvCy3hAJZ0--00081_0_300,14.976,/localscratch/voxceleb1/wav/id08451/IgvCy3hAJZ0/00081.wav,0,48000,id08451,True
849412,id01439--480ybIiwVHE--00003_0_300,8.576,/localscratch/voxceleb1/wav/id01439/480ybIiwVHE/00003.wav,0,48000,id01439,True
1674176,id10399--i6SqsB3OsBE--00002_0_300,4.0400625,/localscratch/voxceleb1/wav/id10399/i6SqsB3OsBE/00002.wav,0,48000,id10399,True
452654,id06140--paONHMfELkA--00341_600_900,9.408,/localscratch/voxceleb1/wav/id06140/paONHMfELkA/00341.wav,96000,144000,id06140,True
774382,id01713--xrgAKRjH7fg--00409_300_600,7.04,/localscratch/voxceleb1/wav/id01713/xrgAKRjH7fg/00409.wav,48000,96000,id01713,True
1480734,id02805--zIu7nEYORU4--00215_300_600,10.048,/localscratch/voxceleb1/wav/id02805/zIu7nEYORU4/00215.wav,48000,96000,id02805,True
435628,id10663--rM-_CKYj5eo--00009_600_900,11.5200625,/localscratch/voxceleb1/wav/id10663/rM-_CKYj5eo/00009.wav,96000,144000,id10663,True
1439914,id02891--eithKR1dwQo--00392_0_300,6.656,/localscratch/voxceleb1/wav/id02891/eithKR1dwQo/00392.wav,0,48000,id02891,True
1875707,id08981--53BQii0WMK8--00013_600_900,11.84,/localscratch/voxceleb1/wav/id08981/53BQii0WMK8/00013.wav,96000,144000,id08981,True
2182699,id00664--_5cTyKuR7SQ--00255_2400_2700,45.312,/localscratch/voxceleb1/wav/id00664/_5cTyKuR7SQ/00255.wav,384000,432000,id00664,True
841551,id01592--7pTbMpMKwlo--00056_300_600,6.4,/localscratch/voxceleb1/wav/id01592/7pTbMpMKwlo/00056.wav,48000,96000,id01592,True
1120626,id05141--o3_vO_TImC8--00470_0_300,4.928,/localscratch/voxceleb1/wav/id05141/o3_vO_TImC8/00470.wav,0,48000,id05141,True
2020027,id04540--dQbKbm6G2bo--00146_0_300,3.968,/localscratch/voxceleb1/wav/id04540/dQbKbm6G2bo/00146.wav,0,48000,id04540,True
603042,id08188--aDTxaDdHHlM--00014_300_600,9.216,/localscratch/voxceleb1/wav/id08188/aDTxaDdHHlM/00014.wav,48000,96000,id08188,True
1763562,id11173--z8qOp4egKnU--00002_0_300,11.8400625,/localscratch/voxceleb1/wav/id11173/z8qOp4egKnU/00002.wav,0,48000,id11173,True
65291,id03675--JYFJk9MyRLs--00209_0_300,6.144,/localscratch/voxceleb1/wav/id03675/JYFJk9MyRLs/00209.wav,0,48000,id03675,True
785837,id01111--59GJ-z8DjeU--00035_0_300,10.688,/localscratch/voxceleb1/wav/id01111/59GJ-z8DjeU/00035.wav,0,48000,id01111,True
234305,id07060--VIcdsYGllaQ--00208_0_300,6.016,/localscratch/voxceleb1/wav/id07060/VIcdsYGllaQ/00208.wav,0,48000,id07060,True
1313389,id04705--q5v5wSza39k--00383_0_300,6.656,/localscratch/voxceleb1/wav/id04705/q5v5wSza39k/00383.wav,0,48000,id04705,True
838153,id10790--JKzIbIQSxGM--00007_300_600,6.0000625,/localscratch/voxceleb1/wav/id10790/JKzIbIQSxGM/00007.wav,48000,96000,id10790,True
655304,id04589--HMtT9VvOnsM--00149_900_1200,20.544,/localscratch/voxceleb1/wav/id04589/HMtT9VvOnsM/00149.wav,144000,192000,id04589,True
1937775,id00759--YkL8YBNlKes--00132_900_1200,12.928,/localscratch/voxceleb1/wav/id00759/YkL8YBNlKes/00132.wav,144000,192000,id00759,True
1704019,id07071--ETXBbCre9Y4--00064_0_300,12.544,/localscratch/voxceleb1/wav/id07071/ETXBbCre9Y4/00064.wav,0,48000,id07071,True
2143974,id08758--jwpFk0Ux3Ug--00204_0_300,5.184,/localscratch/voxceleb1/wav/id08758/jwpFk0Ux3Ug/00204.wav,0,48000,id08758,True
2023935,id06013--n2hN1uK-SFQ--00240_300_600,8.192,/localscratch/voxceleb1/wav/id06013/n2hN1uK-SFQ/00240.wav,48000,96000,id06013,True
982987,id06159--Ekzg2X6GzaY--00034_300_600,6.144,/localscratch/voxceleb1/wav/id06159/Ekzg2X6GzaY/00034.wav,48000,96000,id06159,True
501653,id03747--7tmvX4jXOIY--00042_900_1200,13.696,/localscratch/voxceleb1/wav/id03747/7tmvX4jXOIY/00042.wav,144000,192000,id03747,True
1895193,id07098--8FoWhyh1-HU--00021_300_600,8.704,/localscratch/voxceleb1/wav/id07098/8FoWhyh1-HU/00021.wav,48000,96000,id07098,True
695996,id04380--8eAz5cuIvqM--00091_300_600,7.744,/localscratch/voxceleb1/wav/id04380/8eAz5cuIvqM/00091.wav,48000,96000,id04380,True
947751,id04314--uexXPr4OgJQ--00134_0_300,8.0,/localscratch/voxceleb1/wav/id04314/uexXPr4OgJQ/00134.wav,0,48000,id04314,True
946612,id00313--hULzgIho0FE--00171_0_300,20.736,/localscratch/voxceleb1/wav/id00313/hULzgIho0FE/00171.wav,0,48000,id00313,True
362695,id02440--K9fe29CGgPU--00126_900_1200,21.44,/localscratch/voxceleb1/wav/id02440/K9fe29CGgPU/00126.wav,144000,192000,id02440,True
1452508,id10910--L_SLT-j82Ms--00035_1200_1500,26.8000625,/localscratch/voxceleb1/wav/id10910/L_SLT-j82Ms/00035.wav,192000,240000,id10910,True
296730,id08863--UGU5YHJZlpg--00122_600_900,21.184,/localscratch/voxceleb1/wav/id08863/UGU5YHJZlpg/00122.wav,96000,144000,id08863,True
138765,id04644--VhYnPu8dSNk--00188_0_300,6.528,/localscratch/voxceleb1/wav/id04644/VhYnPu8dSNk/00188.wav,0,48000,id04644,True
433866,id00694--G1mVAt8TXOg--00114_1800_2100,25.088,/localscratch/voxceleb1/wav/id00694/G1mVAt8TXOg/00114.wav,288000,336000,id00694,True
180587,id05620--DmPPLeOZkHo--00006_0_300,6.144,/localscratch/voxceleb1/wav/id05620/DmPPLeOZkHo/00006.wav,0,48000,id05620,True
1903076,id04705--LH6pHYK_MPA--00066_300_600,24.064,/localscratch/voxceleb1/wav/id04705/LH6pHYK_MPA/00066.wav,48000,96000,id04705,True
1110985,id05519--c-dCGt86o7k--00146_0_300,16.96,/localscratch/voxceleb1/wav/id05519/c-dCGt86o7k/00146.wav,0,48000,id05519,True
393115,id04699--bdDv73wA7sQ--00027_900_1200,13.504,/localscratch/voxceleb1/wav/id04699/bdDv73wA7sQ/00027.wav,144000,192000,id04699,True
2014884,id04903--Ny5vTOsPtrE--00237_0_300,6.336,/localscratch/voxceleb1/wav/id04903/Ny5vTOsPtrE/00237.wav,0,48000,id04903,True
1649741,id02392--sGdB_huX3Fo--00441_600_900,16.32,/localscratch/voxceleb1/wav/id02392/sGdB_huX3Fo/00441.wav,96000,144000,id02392,True
2299812,id02739--tJf7HxkRPkI--00453_300_600,20.544,/localscratch/voxceleb1/wav/id02739/tJf7HxkRPkI/00453.wav,48000,96000,id02739,True
2008990,id03820--rkktqcqHfvo--00361_1200_1500,38.656,/localscratch/voxceleb1/wav/id03820/rkktqcqHfvo/00361.wav,192000,240000,id03820,True
735395,id08311--undUSgNXRj8--00492_0_300,7.232,/localscratch/voxceleb1/wav/id08311/undUSgNXRj8/00492.wav,0,48000,id08311,True
1216759,id02781--kMDcGeGMrrQ--00086_300_600,15.744,/localscratch/voxceleb1/wav/id02781/kMDcGeGMrrQ/00086.wav,48000,96000,id02781,True
1070055,id04588--wg1ljG_HdSg--00450_5700_6000,90.816,/localscratch/voxceleb1/wav/id04588/wg1ljG_HdSg/00450.wav,912000,960000,id04588,True
1624059,id05938--UEkN3V3XS4E--00091_1500_1800,18.368,/localscratch/voxceleb1/wav/id05938/UEkN3V3XS4E/00091.wav,240000,288000,id05938,True
