,ID,duration,wav,start,stop,spk_id,label
200491,id10380--JlQ-wkUDUeg--00003_0_300,3.9600625,id10380/JlQ-wkUDUeg/00003.wav,0,48000,id10380,1.0
970303,id10792--ylncmMMArTs--00001_1800_2100,24.6800625,id10792/ylncmMMArTs/00001.wav,288000,336000,id10792,1.0
1962666,id10524--nwv-Y58mse8--00006_0_300,4.4000625,id10524/nwv-Y58mse8/00006.wav,0,48000,id10524,1.0
2245565,id10601--zIBj-S7PjjQ--00001_600_900,16.0000625,id10601/zIBj-S7PjjQ/00001.wav,96000,144000,id10601,1.0
1936777,id11087--ml7NKxOQpMg--00001_0_300,5.7200625,id11087/ml7NKxOQpMg/00001.wav,0,48000,id11087,1.0
822353,id10030--VcSXG9wthp4--00003_300_600,9.0800625,id10030/VcSXG9wthp4/00003.wav,48000,96000,id10030,1.0
2130491,id10162--k1uG-UDV6HQ--00001_300_600,18.5200625,id10162/k1uG-UDV6HQ/00001.wav,48000,96000,id10162,1.0
1295025,id10558--TUYoLKPp0Y0--00001_0_300,4.9600625,id10558/TUYoLKPp0Y0/00001.wav,0,48000,id10558,1.0
104370,id10986--KZVJwFblEUo--00001_0_300,4.2400625,id10986/KZVJwFblEUo/00001.wav,0,48000,id10986,1.0
1511566,id10756--Akpd_eQfOn8--00004_300_600,6.5200625,id10756/Akpd_eQfOn8/00004.wav,48000,96000,id10756,1.0
1029842,id10907--CzidftOsE5c--00025_300_600,7.8400625,id10907/CzidftOsE5c/00025.wav,48000,96000,id10907,1.0
2248272,id10240--EnujqMnPxIY--00002_0_300,5.0400625,id10240/EnujqMnPxIY/00002.wav,0,48000,id10240,1.0
1332709,id11008--JOg_smPzq5A--00001_0_300,4.4400625,id11008/JOg_smPzq5A/00001.wav,0,48000,id11008,1.0
1848524,id10360--aTx3dzQRenY--00007_0_300,6.1200625,id10360/aTx3dzQRenY/00007.wav,0,48000,id10360,1.0
345003,id10427--BraKh3Xqw0Y--00006_300_600,8.3200625,id10427/BraKh3Xqw0Y/00006.wav,48000,96000,id10427,1.0
1019570,id10548--9gvQ4fc6Miw--00009_1200_1500,34.3600625,id10548/9gvQ4fc6Miw/00009.wav,192000,240000,id10548,1.0
802133,id10825--oVJhNZO_M9Q--00035_300_600,27.7600625,id10825/oVJhNZO_M9Q/00035.wav,48000,96000,id10825,1.0
2041554,id10431--SPmqTZms-vo--00002_0_300,5.6000625,id10431/SPmqTZms-vo/00002.wav,0,48000,id10431,1.0
2022777,id11013--TSkYk-YtaK8--00002_900_1200,19.3600625,id11013/TSkYk-YtaK8/00002.wav,144000,192000,id11013,1.0
372677,id10643--gPscP-D1L8c--00001_1500_1800,18.2800625,id10643/gPscP-D1L8c/00001.wav,240000,288000,id10643,1.0
164264,id10729--yjcw5ySDvUY--00004_300_600,14.4800625,id10729/yjcw5ySDvUY/00004.wav,48000,96000,id10729,1.0
2062445,id10061--SFMhpLiLgWo--00011_0_300,7.9600625,id10061/SFMhpLiLgWo/00011.wav,0,48000,id10061,1.0
276463,id10114--Ygc-gf_kkoI--00004_0_300,5.0000625,id10114/Ygc-gf_kkoI/00004.wav,0,48000,id10114,1.0
1089679,id10421--TXDEteqgk94--00002_300_600,9.9200625,id10421/TXDEteqgk94/00002.wav,48000,96000,id10421,1.0
1047946,id10229--BSVcmcMyuqc--00004_0_300,13.6000625,id10229/BSVcmcMyuqc/00004.wav,0,48000,id10229,1.0
774071,id10135--Jamhv-uq4JI--00012_300_600,7.6000625,id10135/Jamhv-uq4JI/00012.wav,48000,96000,id10135,1.0
859598,id11161--S0rCjk4dheY--00001_0_300,4.3600625,id11161/S0rCjk4dheY/00001.wav,0,48000,id11161,1.0
375265,id10883--n7JBi6Sj4q4--00005_300_600,17.1200625,id10883/n7JBi6Sj4q4/00005.wav,48000,96000,id10883,1.0
2066963,id10601--wWsSBJDGg1k--00006_300_600,6.5600625,id10601/wWsSBJDGg1k/00006.wav,48000,96000,id10601,1.0
1019566,id10548--9gvQ4fc6Miw--00009_0_300,34.3600625,id10548/9gvQ4fc6Miw/00009.wav,0,48000,id10548,1.0
612622,id10635--3euqU5PKafw--00022_0_300,4.7200625,id10635/3euqU5PKafw/00022.wav,0,48000,id10635,1.0
1279428,id10992--06SfSc-9s9I--00003_900_1200,14.6000625,id10992/06SfSc-9s9I/00003.wav,144000,192000,id10992,1.0
1706804,id11249--shyWn6Qsl6c--00014_300_600,7.9200625,id11249/shyWn6Qsl6c/00014.wav,48000,96000,id11249,1.0
2099504,id10997--YJecHA_gHBc--00003_900_1200,26.6000625,id10997/YJecHA_gHBc/00003.wav,144000,192000,id10997,1.0
1734839,id10685--bg-oh1EoefI--00002_600_900,14.0400625,id10685/bg-oh1EoefI/00002.wav,96000,144000,id10685,1.0
1095449,id10892--0SMKOopP1w8--00003_300_600,14.6000625,id10892/0SMKOopP1w8/00003.wav,48000,96000,id10892,1.0
1058289,id11130--IZhnh1gf70g--00023_0_300,4.8400625,id11130/IZhnh1gf70g/00023.wav,0,48000,id11130,1.0
1496679,id10468--EICQVj70ePE--00003_300_600,9.4000625,id10468/EICQVj70ePE/00003.wav,48000,96000,id10468,1.0
1202923,id10582--6MHO1uBy2q4--00001_600_900,36.5600625,id10582/6MHO1uBy2q4/00001.wav,96000,144000,id10582,1.0
575435,id11195--F5Ch7MIi4fs--00001_600_900,12.1200625,id11195/F5Ch7MIi4fs/00001.wav,96000,144000,id11195,1.0
585032,id11021--2-oTcAnX35w--00006_0_300,5.1600625,id11021/2-oTcAnX35w/00006.wav,0,48000,id11021,1.0
190422,id10605--LH8PiweidqE--00007_300_600,11.9200625,id10605/LH8PiweidqE/00007.wav,48000,96000,id10605,1.0
2210401,id10765--ZPxVZxDHUX0--00006_600_900,9.9200625,id10765/ZPxVZxDHUX0/00006.wav,96000,144000,id10765,1.0
2160712,id10319--DLZMDOAS5Hg--00006_0_300,5.4400625,id10319/DLZMDOAS5Hg/00006.wav,0,48000,id10319,1.0
881606,id10428--BrJkp6rQHME--00075_300_600,7.8000625,id10428/BrJkp6rQHME/00075.wav,48000,96000,id10428,1.0
49795,id10688--mLvRpEJ90Vs--00007_900_1200,19.0000625,id10688/mLvRpEJ90Vs/00007.wav,144000,192000,id10688,1.0
172662,id10633--drr525bLzoA--00016_0_300,4.6400625,id10633/drr525bLzoA/00016.wav,0,48000,id10633,1.0
914474,id10708--3_TLa8mO_iM--00018_600_900,13.0000625,id10708/3_TLa8mO_iM/00018.wav,96000,144000,id10708,1.0
314131,id11188--2aq0MvfsfTs--00002_0_300,7.8800625,id11188/2aq0MvfsfTs/00002.wav,0,48000,id11188,1.0
908177,id10390--yMtB3TZ0L3Y--00002_300_600,8.4400625,id10390/yMtB3TZ0L3Y/00002.wav,48000,96000,id10390,1.0
1612778,id10227--5EbHSd35itE--00005_0_300,6.0800625,id10227/5EbHSd35itE/00005.wav,0,48000,id10227,1.0
557704,id10705--Nao37yVwcCk--00008_300_600,7.9200625,id10705/Nao37yVwcCk/00008.wav,48000,96000,id10705,1.0
60077,id10585--RV-OtXFHF_M--00008_0_300,5.5600625,id10585/RV-OtXFHF_M/00008.wav,0,48000,id10585,1.0
364144,id10388--pBnUi0uiM7Q--00027_0_300,6.0000625,id10388/pBnUi0uiM7Q/00027.wav,0,48000,id10388,1.0
284516,id10906--TKeWkN05d00--00005_300_600,9.0000625,id10906/TKeWkN05d00/00005.wav,48000,96000,id10906,1.0
213970,id10034--l9qBbKgU2ho--00009_0_300,11.5200625,id10034/l9qBbKgU2ho/00009.wav,0,48000,id10034,1.0
1094895,id10374--9rqz0weszTM--00003_0_300,7.0000625,id10374/9rqz0weszTM/00003.wav,0,48000,id10374,1.0
1029912,id10726--rYuYfOtgMNI--00008_0_300,4.4000625,id10726/rYuYfOtgMNI/00008.wav,0,48000,id10726,1.0
1762983,id10959--wFlDXGlS_1w--00001_0_300,6.6800625,id10959/wFlDXGlS_1w/00001.wav,0,48000,id10959,1.0
2265567,id10077--1-fy8YgOTw4--00004_600_900,14.4800625,id10077/1-fy8YgOTw4/00004.wav,96000,144000,id10077,1.0
306605,id10568--_C-00InTQp0--00002_600_900,13.2400625,id10568/_C-00InTQp0/00002.wav,96000,144000,id10568,1.0
2259974,id10941--M7lD9V_OK7E--00013_0_300,4.9200625,id10941/M7lD9V_OK7E/00013.wav,0,48000,id10941,1.0
772559,id10752--B9IfdQpv7NQ--00010_300_600,13.3200625,id10752/B9IfdQpv7NQ/00010.wav,48000,96000,id10752,1.0
2157313,id10964--EnvDKuGlPhU--00007_0_300,5.4400625,id10964/EnvDKuGlPhU/00007.wav,0,48000,id10964,1.0
138903,id10493--uBfryYcxhn4--00003_0_300,3.9600625,id10493/uBfryYcxhn4/00003.wav,0,48000,id10493,1.0
2294599,id10005--38_N-A-QOUo--00011_0_300,9.4800625,id10005/38_N-A-QOUo/00011.wav,0,48000,id10005,1.0
1444270,id11133--uJTDqqU-jG8--00005_0_300,4.6400625,id11133/uJTDqqU-jG8/00005.wav,0,48000,id11133,1.0
1609989,id10582--xT7i2cpJI9w--00080_300_600,8.3600625,id10582/xT7i2cpJI9w/00080.wav,48000,96000,id10582,1.0
1349320,id11067--UMUTDdFRs98--00001_2400_2700,34.7600625,id11067/UMUTDdFRs98/00001.wav,384000,432000,id11067,1.0
101319,id10263--s4hZFWhwS3w--00002_2400_2700,34.1600625,id10263/s4hZFWhwS3w/00002.wav,384000,432000,id10263,1.0
2032764,id11201--WHQHrOjxK7k--00004_300_600,11.6800625,id11201/WHQHrOjxK7k/00004.wav,48000,96000,id11201,1.0
560504,id10011--ujWHD_MTa44--00024_600_900,10.9200625,id10011/ujWHD_MTa44/00024.wav,96000,144000,id10011,1.0
345755,id10552--1v6sThQb2cA--00011_900_1200,12.0000625,id10552/1v6sThQb2cA/00011.wav,144000,192000,id10552,1.0
181378,id10744--u1NJUhQaO8g--00011_300_600,21.8000625,id10744/u1NJUhQaO8g/00011.wav,48000,96000,id10744,1.0
1272629,id10384--d9B3S3Lm208--00001_600_900,9.8800625,id10384/d9B3S3Lm208/00001.wav,96000,144000,id10384,1.0
1568325,id10919--ENIIevCgel4--00014_0_300,31.6000625,id10919/ENIIevCgel4/00014.wav,0,48000,id10919,1.0
414289,id10724--XVoRDzwHwDU--00012_2700_3000,32.1200625,id10724/XVoRDzwHwDU/00012.wav,432000,480000,id10724,1.0
799860,id10267--HwhLFnLFffU--00005_0_300,4.1200625,id10267/HwhLFnLFffU/00005.wav,0,48000,id10267,1.0
1290894,id10338--7rfw6JLzKU0--00011_0_300,8.8800625,id10338/7rfw6JLzKU0/00011.wav,0,48000,id10338,1.0
311569,id10935--5Q51QDWz50g--00011_300_600,6.9200625,id10935/5Q51QDWz50g/00011.wav,48000,96000,id10935,1.0
184230,id10183--zRLjy2nL_4w--00002_2400_2700,27.4800625,id10183/zRLjy2nL_4w/00002.wav,384000,432000,id10183,1.0
1880135,id10662--GvipAuNA_Xs--00007_0_300,5.1600625,id10662/GvipAuNA_Xs/00007.wav,0,48000,id10662,1.0
2117914,id10765--7sgA7c0tdp4--00021_0_300,11.2800625,id10765/7sgA7c0tdp4/00021.wav,0,48000,id10765,1.0
790692,id10052--MtILMSf68RY--00011_0_300,4.8000625,id10052/MtILMSf68RY/00011.wav,0,48000,id10052,1.0
1269806,id10938--slntsV-5z4U--00006_600_900,10.4000625,id10938/slntsV-5z4U/00006.wav,96000,144000,id10938,1.0
1595989,id10213--hJqLXzyUYYc--00003_0_300,20.0800625,id10213/hJqLXzyUYYc/00003.wav,0,48000,id10213,1.0
1165654,id10402--hXcmxZy9iRM--00005_0_300,7.4400625,id10402/hXcmxZy9iRM/00005.wav,0,48000,id10402,1.0
760806,id10226--q2AlqRjtUpc--00005_0_300,4.5200625,id10226/q2AlqRjtUpc/00005.wav,0,48000,id10226,1.0
2077258,id11249--shyWn6Qsl6c--00010_0_300,7.0400625,id11249/shyWn6Qsl6c/00010.wav,0,48000,id11249,1.0
127640,id10031--Aagq0-3vEi4--00039_0_300,4.2400625,id10031/Aagq0-3vEi4/00039.wav,0,48000,id10031,1.0
264703,id11242--LGFiIZPxTN0--00004_0_300,15.5200625,id11242/LGFiIZPxTN0/00004.wav,0,48000,id11242,1.0
241558,id10533--6UKaoPf5jPY--00003_600_900,17.8000625,id10533/6UKaoPf5jPY/00003.wav,96000,144000,id10533,1.0
809605,id10682--Qk2iYimTmIs--00003_0_300,4.2400625,id10682/Qk2iYimTmIs/00003.wav,0,48000,id10682,1.0
1713298,id10566--R0sKZVkC6iA--00004_1200_1500,19.3600625,id10566/R0sKZVkC6iA/00004.wav,192000,240000,id10566,1.0
802562,id10993--sE2Ju0mmX0U--00031_0_300,4.2800625,id10993/sE2Ju0mmX0U/00031.wav,0,48000,id10993,1.0
173577,id10244--vWUgw3xuOjc--00004_600_900,9.7600625,id10244/vWUgw3xuOjc/00004.wav,96000,144000,id10244,1.0
1405080,id10089--8Mig2MYKHQc--00002_0_300,6.6400625,id10089/8Mig2MYKHQc/00002.wav,0,48000,id10089,1.0
2084308,id10263--c3BejIvJgJQ--00011_1500_1800,18.4800625,id10263/c3BejIvJgJQ/00011.wav,240000,288000,id10263,1.0
457186,id10033--oiH_gnSfJPY--00007_0_300,5.3600625,id10033/oiH_gnSfJPY/00007.wav,0,48000,id10033,1.0
140837,id10812--fEDgYbUP3vQ--00005_900_1200,12.4000625,id10812/fEDgYbUP3vQ/00005.wav,144000,192000,id10812,1.0
14123,id10208--grMy4DxVtzA--00005_600_900,14.6800625,id10208/grMy4DxVtzA/00005.wav,96000,144000,id10208,1.0
222797,id10977--gNnNpOn_dV0--00092_0_300,9.8400625,id10977/gNnNpOn_dV0/00092.wav,0,48000,id10977,1.0
791304,id10548--BePzrXLRLOk--00011_300_600,27.3200625,id10548/BePzrXLRLOk/00011.wav,48000,96000,id10548,1.0
907744,id10394--_uqSoNAP9EI--00001_0_300,4.0800625,id10394/_uqSoNAP9EI/00001.wav,0,48000,id10394,1.0
2110721,id10096--cnQptIJlqAw--00067_300_600,9.8400625,id10096/cnQptIJlqAw/00067.wav,48000,96000,id10096,1.0
1168249,id10892--lpYlc7haTII--00013_600_900,17.1600625,id10892/lpYlc7haTII/00013.wav,96000,144000,id10892,1.0
1852956,id10252--qzub2ZUWVeM--00013_300_600,6.3200625,id10252/qzub2ZUWVeM/00013.wav,48000,96000,id10252,1.0
1308468,id10052--jO4Zg8_s1S4--00006_0_300,7.9200625,id10052/jO4Zg8_s1S4/00006.wav,0,48000,id10052,1.0
621448,id10579--fuyMuwMn6x0--00010_900_1200,12.2400625,id10579/fuyMuwMn6x0/00010.wav,144000,192000,id10579,1.0
1195868,id10343--nQZLZ8uoddE--00001_300_600,10.4800625,id10343/nQZLZ8uoddE/00001.wav,48000,96000,id10343,1.0
894797,id10332--86_HVO47Vdg--00002_0_300,4.2000625,id10332/86_HVO47Vdg/00002.wav,0,48000,id10332,1.0
1666249,id10534--1znhoCTZ_SQ--00015_300_600,11.8000625,id10534/1znhoCTZ_SQ/00015.wav,48000,96000,id10534,1.0
1757227,id10375--lxENJ8U_fBA--00008_2700_3000,39.0400625,id10375/lxENJ8U_fBA/00008.wav,432000,480000,id10375,1.0
951512,id10326--oENvS8mKreM--00005_1800_2100,36.1200625,id10326/oENvS8mKreM/00005.wav,288000,336000,id10326,1.0
1298338,id10679--Z1p1b_x72QI--00001_300_600,9.6000625,id10679/Z1p1b_x72QI/00001.wav,48000,96000,id10679,1.0
1981126,id10252--rdJzSAMT8J4--00013_0_300,4.8000625,id10252/rdJzSAMT8J4/00013.wav,0,48000,id10252,1.0
1316851,id10326--RG27NgKVH9A--00003_1800_2100,21.8800625,id10326/RG27NgKVH9A/00003.wav,288000,336000,id10326,1.0
124515,id10753--RpnBIbjkHIE--00003_300_600,9.8400625,id10753/RpnBIbjkHIE/00003.wav,48000,96000,id10753,1.0
1355368,id10347--5MV1DyVfJ5g--00001_300_600,23.2800625,id10347/5MV1DyVfJ5g/00001.wav,48000,96000,id10347,1.0
1092487,id10130--u1bfDNe07tM--00007_0_300,9.7600625,id10130/u1bfDNe07tM/00007.wav,0,48000,id10130,1.0
2176069,id10715--akGTL1WMbVI--00001_1200_1500,29.9200625,id10715/akGTL1WMbVI/00001.wav,192000,240000,id10715,1.0
1863507,id10029--XlSmMbHsHvk--00015_600_900,10.5200625,id10029/XlSmMbHsHvk/00015.wav,96000,144000,id10029,1.0
167002,id10087--DvD-eIHQ91A--00002_300_600,7.8000625,id10087/DvD-eIHQ91A/00002.wav,48000,96000,id10087,1.0
1510236,id10574--XOFqHZFupaY--00001_0_300,13.2800625,id10574/XOFqHZFupaY/00001.wav,0,48000,id10574,1.0
2112954,id11113--iUDML3bYGJU--00009_0_300,6.2800625,id11113/iUDML3bYGJU/00009.wav,0,48000,id11113,1.0
23808,id10563--TnQtICvA1EI--00001_0_300,6.1600625,id10563/TnQtICvA1EI/00001.wav,0,48000,id10563,1.0
1294922,id10218--zMFEL2tfeGA--00001_0_300,5.6400625,id10218/zMFEL2tfeGA/00001.wav,0,48000,id10218,1.0
1671656,id11148--IEWh1Fu1DL4--00003_300_600,6.1600625,id11148/IEWh1Fu1DL4/00003.wav,48000,96000,id11148,1.0
987645,id10520--C71m6GwhtrE--00010_300_600,12.3600625,id10520/C71m6GwhtrE/00010.wav,48000,96000,id10520,1.0
646484,id10652--UPWCLTOQARI--00045_300_600,10.2400625,id10652/UPWCLTOQARI/00045.wav,48000,96000,id10652,1.0
394174,id10243--MkaafbxlTrA--00044_0_300,14.3600625,id10243/MkaafbxlTrA/00044.wav,0,48000,id10243,1.0
2146396,id11045--aZuTqteDmAE--00017_0_300,9.4400625,id11045/aZuTqteDmAE/00017.wav,0,48000,id11045,1.0
595007,id10589--l427gssua5w--00003_0_300,7.6400625,id10589/l427gssua5w/00003.wav,0,48000,id10589,1.0
2012723,id10709--AvcI56cdq3I--00012_300_600,13.0400625,id10709/AvcI56cdq3I/00012.wav,48000,96000,id10709,1.0
581681,id10252--L4AUu_lRWYc--00009_300_600,8.8800625,id10252/L4AUu_lRWYc/00009.wav,48000,96000,id10252,1.0
1896088,id10259--jdeifUDUDN8--00001_0_300,6.2400625,id10259/jdeifUDUDN8/00001.wav,0,48000,id10259,1.0
1779961,id10091--Mbak4ieOxw0--00001_1200_1500,19.4800625,id10091/Mbak4ieOxw0/00001.wav,192000,240000,id10091,1.0
2200709,id10786--bW6NQ7_tDTs--00040_0_300,7.4000625,id10786/bW6NQ7_tDTs/00040.wav,0,48000,id10786,1.0
1661566,id10603--cFQBQaqngsc--00017_600_900,15.0800625,id10603/cFQBQaqngsc/00017.wav,96000,144000,id10603,1.0
763896,id10580--HmDKWHaUMQc--00009_0_300,8.2400625,id10580/HmDKWHaUMQc/00009.wav,0,48000,id10580,1.0
2160477,id10754--8Vye7dodGdA--00007_600_900,12.4000625,id10754/8Vye7dodGdA/00007.wav,96000,144000,id10754,1.0
1554799,id10583--HywWPDQKSYE--00002_0_300,11.2400625,id10583/HywWPDQKSYE/00002.wav,0,48000,id10583,1.0
46957,id10616--Yrek9D8_X2Q--00006_600_900,26.0400625,id10616/Yrek9D8_X2Q/00006.wav,96000,144000,id10616,1.0
1762877,id10104--h2ngdWefWlg--00003_1200_1500,15.8000625,id10104/h2ngdWefWlg/00003.wav,192000,240000,id10104,1.0
1089823,id10039--e93OOf47Qak--00003_1200_1500,35.8400625,id10039/e93OOf47Qak/00003.wav,192000,240000,id10039,1.0
1148017,id10728--qP-0AVDhVYk--00003_300_600,9.7200625,id10728/qP-0AVDhVYk/00003.wav,48000,96000,id10728,1.0
612006,id10666--ie6Eu13llwY--00002_0_300,7.5600625,id10666/ie6Eu13llwY/00002.wav,0,48000,id10666,1.0
1987979,id10621--MAZyGbvVjqU--00003_0_300,4.1200625,id10621/MAZyGbvVjqU/00003.wav,0,48000,id10621,1.0
365815,id10031--CIipb6clpG8--00015_0_300,4.8800625,id10031/CIipb6clpG8/00015.wav,0,48000,id10031,1.0
1680525,id10147--Q3zL1cvyMfo--00074_300_600,9.8400625,id10147/Q3zL1cvyMfo/00074.wav,48000,96000,id10147,1.0
97640,id11083--ltiC9NlMIDw--00069_600_900,12.7600625,id11083/ltiC9NlMIDw/00069.wav,96000,144000,id11083,1.0
820676,id10744--e0n7Nt6BwRI--00017_0_300,7.1200625,id10744/e0n7Nt6BwRI/00017.wav,0,48000,id10744,1.0
1579653,id11039--UB5BdKRC7is--00014_300_600,16.8400625,id11039/UB5BdKRC7is/00014.wav,48000,96000,id11039,1.0
539654,id10804--9QXota4sh7Q--00046_600_900,13.2400625,id10804/9QXota4sh7Q/00046.wav,96000,144000,id10804,1.0
926508,id10920--1HM7OmNk_A8--00002_0_300,5.0800625,id10920/1HM7OmNk_A8/00002.wav,0,48000,id10920,1.0
1019776,id10718--TmFZuJJhtlM--00004_0_300,11.0000625,id10718/TmFZuJJhtlM/00004.wav,0,48000,id10718,1.0
347873,id10374--wv-z1VkLzko--00003_300_600,6.4400625,id10374/wv-z1VkLzko/00003.wav,48000,96000,id10374,1.0
1476787,id10183--0Mij8M04vFw--00005_1500_1800,53.2400625,id10183/0Mij8M04vFw/00005.wav,240000,288000,id10183,1.0
1977615,id10855--7dM2F1NL2cY--00002_0_300,8.2000625,id10855/7dM2F1NL2cY/00002.wav,0,48000,id10855,1.0
1950925,id10790--EZiycCVzHpo--00002_300_600,9.4800625,id10790/EZiycCVzHpo/00002.wav,48000,96000,id10790,1.0
1078342,id10006--J7VccwLPdrI--00001_900_1200,17.4000625,id10006/J7VccwLPdrI/00001.wav,144000,192000,id10006,1.0
2194829,id10589--HFGv1A6oFko--00001_300_600,7.4800625,id10589/HFGv1A6oFko/00001.wav,48000,96000,id10589,1.0
1335142,id11174--X5xwujC0PcA--00004_0_300,5.0400625,id11174/X5xwujC0PcA/00004.wav,0,48000,id11174,1.0
1325960,id10674--S1cq0bhSrq4--00014_1500_1800,31.3200625,id10674/S1cq0bhSrq4/00014.wav,240000,288000,id10674,1.0
1990818,id10445--pHHI0sI3O_E--00004_0_300,30.8000625,id10445/pHHI0sI3O_E/00004.wav,0,48000,id10445,1.0
1181298,id11239--GS5BrDTDwH4--00009_0_300,5.8800625,id11239/GS5BrDTDwH4/00009.wav,0,48000,id11239,1.0
1537253,id11239--y1ZY9OM4bDc--00012_0_300,9.8000625,id11239/y1ZY9OM4bDc/00012.wav,0,48000,id11239,1.0
473305,id10840--U9duwXJyt0k--00004_900_1200,16.5200625,id10840/U9duwXJyt0k/00004.wav,144000,192000,id10840,1.0
2217647,id10941--b8G3qvQqc18--00010_300_600,8.2000625,id10941/b8G3qvQqc18/00010.wav,48000,96000,id10941,1.0
1073412,id10107--zas--VfFdmk--00116_300_600,9.4800625,id10107/zas--VfFdmk/00116.wav,48000,96000,id10107,1.0
922046,id10358--rNMbgeurDaU--00001_300_600,12.5200625,id10358/rNMbgeurDaU/00001.wav,48000,96000,id10358,1.0
1293105,id11138--wgoAh9ji-Ps--00011_300_600,10.2000625,id11138/wgoAh9ji-Ps/00011.wav,48000,96000,id11138,1.0
2127825,id11098--WmLIlr2o4GY--00001_1200_1500,15.8400625,id11098/WmLIlr2o4GY/00001.wav,192000,240000,id11098,1.0
1565972,id11088--Q0YU_S7jFhA--00078_300_600,6.6800625,id11088/Q0YU_S7jFhA/00078.wav,48000,96000,id11088,1.0
1564717,id10855--QbvBpmj0_9A--00004_0_300,8.6000625,id10855/QbvBpmj0_9A/00004.wav,0,48000,id10855,1.0
1450749,id10780--BlgViml09jA--00001_300_600,7.0000625,id10780/BlgViml09jA/00001.wav,48000,96000,id10780,1.0
330929,id10581--t5-zovsJAQI--00010_1200_1500,15.3600625,id10581/t5-zovsJAQI/00010.wav,192000,240000,id10581,1.0
842306,id10652--E2A6rzw2iEw--00008_900_1200,21.7200625,id10652/E2A6rzw2iEw/00008.wav,144000,192000,id10652,1.0
857202,id10824--QASYtLsa7f0--00003_300_600,27.2800625,id10824/QASYtLsa7f0/00003.wav,48000,96000,id10824,1.0
151291,id10234--Pne1daDuiEM--00011_1800_2100,22.8000625,id10234/Pne1daDuiEM/00011.wav,288000,336000,id10234,1.0
139340,id11086--dpyMj9miKe4--00006_300_600,7.2400625,id11086/dpyMj9miKe4/00006.wav,48000,96000,id11086,1.0
177406,id10354--1C2dwye3Jzk--00012_0_300,4.3200625,id10354/1C2dwye3Jzk/00012.wav,0,48000,id10354,1.0
1584103,id11203--Gn3aXmfmiw0--00007_0_300,4.0400625,id11203/Gn3aXmfmiw0/00007.wav,0,48000,id11203,1.0
2153823,id10571--mq6oTpu2nbI--00012_600_900,16.6800625,id10571/mq6oTpu2nbI/00012.wav,96000,144000,id10571,1.0
645792,id10711--awK0SDaltDw--00008_3300_3600,70.8400625,id10711/awK0SDaltDw/00008.wav,528000,576000,id10711,1.0
1280107,id10922--TO7yrxmZAk4--00014_0_300,4.2000625,id10922/TO7yrxmZAk4/00014.wav,0,48000,id10922,1.0
177537,id10910--L_SLT-j82Ms--00027_0_300,4.9600625,id10910/L_SLT-j82Ms/00027.wav,0,48000,id10910,1.0
905043,id10922--TO7yrxmZAk4--00015_900_1200,15.2000625,id10922/TO7yrxmZAk4/00015.wav,144000,192000,id10922,1.0
1146373,id10931--WGPCCckPUHE--00010_600_900,13.3600625,id10931/WGPCCckPUHE/00010.wav,96000,144000,id10931,1.0
1312132,id10482--M8hvFMX1xEA--00011_0_300,4.8000625,id10482/M8hvFMX1xEA/00011.wav,0,48000,id10482,1.0
1583116,id10357--7YL4Zpj3R2U--00005_900_1200,12.0400625,id10357/7YL4Zpj3R2U/00005.wav,144000,192000,id10357,1.0
361159,id10031--Aagq0-3vEi4--00008_900_1200,17.3600625,id10031/Aagq0-3vEi4/00008.wav,144000,192000,id10031,1.0
1664441,id10523--cG4FJ7wp2z4--00013_0_300,6.5200625,id10523/cG4FJ7wp2z4/00013.wav,0,48000,id10523,1.0
1482281,id10696--cjPSk9ZfevI--00030_600_900,11.0400625,id10696/cjPSk9ZfevI/00030.wav,96000,144000,id10696,1.0
385008,id10449--R0HVPNcOwDI--00037_0_300,4.8800625,id10449/R0HVPNcOwDI/00037.wav,0,48000,id10449,1.0
1866752,id10805--oHUUn6Ui8Is--00045_0_300,8.4800625,id10805/oHUUn6Ui8Is/00045.wav,0,48000,id10805,1.0
938267,id10646--RK_t8ZIx3GY--00003_0_300,7.2400625,id10646/RK_t8ZIx3GY/00003.wav,0,48000,id10646,1.0
1321061,id10125--90YNetVBMAQ--00007_0_300,4.1600625,id10125/90YNetVBMAQ/00007.wav,0,48000,id10125,1.0
663849,id10349--QGlexcvxGFo--00019_0_300,5.5200625,id10349/QGlexcvxGFo/00019.wav,0,48000,id10349,1.0
1223390,id10706--s9kaKrKbI2g--00004_300_600,14.2800625,id10706/s9kaKrKbI2g/00004.wav,48000,96000,id10706,1.0
145108,id10541--YZ6xdNXphQM--00003_600_900,10.3200625,id10541/YZ6xdNXphQM/00003.wav,96000,144000,id10541,1.0
1204111,id10110--W6xcyTCruQw--00001_300_600,9.0800625,id10110/W6xcyTCruQw/00001.wav,48000,96000,id10110,1.0
1778583,id10885--FhdKd05Qhsw--00006_1200_1500,15.2000625,id10885/FhdKd05Qhsw/00006.wav,192000,240000,id10885,1.0
14456,id10471--_jld3AwetSo--00003_0_300,5.0000625,id10471/_jld3AwetSo/00003.wav,0,48000,id10471,1.0
959247,id11221--24ZdGaKUXeg--00003_300_600,11.2800625,id11221/24ZdGaKUXeg/00003.wav,48000,96000,id11221,1.0
356587,id10986--Hyck_yynhF4--00023_0_300,5.5200625,id10986/Hyck_yynhF4/00023.wav,0,48000,id10986,1.0
